id,title,log_revenue,mu_genre,sigma_genre,precision_genre
11644.0,Blow Out,17.637158636191355,17.254469,2.3782685,0.17679837
24274.0,Dead & Buried,13.620543338464758,16.429594,2.320873,0.18565097
11646.0,Gallipoli,17.615253800803305,17.022429,2.228598,0.20134297
16124.0,Goodbye Pork Pie,15.488724223024567,17.866266,2.3171887,0.1862418
42149.0,The Hand,14.584390294254082,14.815633,2.5036838,0.1595295
73247.0,Heartbeeps,15.919901632722757,17.110804,2.261767,0.19548088
38665.0,The Legend of the Lone Ranger,16.23256451790003,16.552168,2.4690804,0.16403235
19507.0,Neighbors,18.550652360083085,17.80015,2.4235425,0.17025456
17450.0,Pennies from Heaven,17.368329829859626,15.738207,2.2175481,0.20335455
41280.0,Private Lessons,18.4210221275454,14.881353,2.3359468,0.1832627
9645.0,Ghost Ship,18.611957537250746,16.763674,2.401007,0.17346552
9012.0,Jackass: The Movie,18.550602179093325,14.857323,2.2963047,0.1896448
31668.0,All The Queen's Men,10.642963561429285,17.23292,2.4153295,0.17141438
1360.0,Frida,18.41798510121183,17.15718,2.2370255,0.19982883
12208.0,Casino Royale,19.815300757142083,19.012203,2.197352,0.20710987
1941.0,Exodus,19.270978162829188,19.486708,2.3393326,0.18273261
8427.0,I Spy,17.900686431872963,17.69275,2.2162607,0.20359088
9021.0,The Santa Clause 2,19.53977114003133,19.484995,2.2681656,0.19437951
13526.0,The Weight of Water,12.233250511404934,15.318432,2.345209,0.18181802
9280.0,Femme Fatale,17.211009951107716,17.475433,2.3517306,0.180811
65.0,8 Mile,19.757955699356927,16.104969,2.2760167,0.1930408
10712.0,Far from Heaven,17.75557558998402,16.738636,2.2429907,0.19876735
672.0,Harry Potter and the Chamber of Secrets,21.163469391834,21.341179,2.3901663,0.1750426
34341.0,Men with Brooms,15.833264416990275,17.17137,2.2659657,0.19475712
13888.0,Return to the Blue Lagoon,15.723771293055748,19.062485,2.3357775,0.18328927
43089.0,Roadgames,12.849666893409308,16.824968,2.346765,0.18157698
9538.0,Scanners,17.807314546241994,16.175156,2.258194,0.19609997
47890.0,Sphinx,14.330280033967636,17.417856,2.5227559,0.15712655
109264.0,This Is Elvis,15.85960380175526,16.19927,2.1967266,0.20722778
36669.0,Die Another Day,20.45567639612696,18.595926,2.2218978,0.20255913
10426.0,Friday After Next,17.89966383417127,16.898731,2.292227,0.19032013
8198.0,The Quiet American,17.707815496206464,16.929272,2.3052146,0.18818165
64.0,Talk to Her,18.31917369564862,17.864265,2.3088665,0.18758684
15074.0,Extreme Ops,16.78152205014197,16.574492,2.1982455,0.2069415
2103.0,Solaris,17.78860698199914,16.852896,2.2322247,0.20068929
9016.0,Treasure Planet,19.08395534514741,19.299593,2.4045725,0.17295146
13945.0,The Sword and the Sorcerer,18.720156356682182,17.987103,2.2672257,0.1945407
14433.0,Zulu,18.221416020171294,17.961985,2.413651,0.17165285
9932.0,Analyze That,18.394707854837296,17.37431,2.404679,0.17293614
13369.0,Empire,17.31000989450562,13.9132595,2.3194337,0.18588147
2757.0,Adaptation.,17.87778194817503,16.998932,2.2371912,0.19979922
7299.0,Equilibrium,16.0662154127753,17.983023,2.3196824,0.18584162
17360.0,Escape to Victory,18.464742663911448,17.443476,2.302286,0.18866073
40952.0,Alone in the Dark,17.15546349405499,15.210259,2.2906072,0.1905894
16363.0,The Best Little Whorehouse in Texas,19.298170101480068,18.271109,2.389263,0.175175
67772.0,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",14.879592910474454,15.774832,2.242267,0.1988957
13497.0,Drumline,18.44064030575136,16.647694,2.2652874,0.19487377
7303.0,Maid in Manhattan,19.430140626240252,16.67311,2.240192,0.19926432
201.0,Star Trek: Nemesis,18.59666846921678,18.411123,2.2943609,0.18996629
2755.0,About Schmidt,19.049194753583073,17.657484,2.2880018,0.19102372
121.0,The Lord of the Rings: The Two Towers,21.21850222489214,20.832151,2.4084525,0.17239466
1429.0,25th Hour,16.9569363412333,18.691683,2.2722967,0.19367339
13435.0,Antwone Fisher,17.538667519622333,16.798761,2.4029226,0.17318904
3131.0,Gangs of New York,19.65400248239529,18.924788,2.265549,0.19482878
2642.0,Two Weeks Notice,18.923726223278656,16.878035,2.4026985,0.17322136
11022.0,Narc,16.923689238176784,17.29305,2.217215,0.20341565
2149.0,Body of Evidence,17.205847694299234,15.49989,2.2396889,0.19935384
81048.0,Running Time,8.068386337370736,15.401637,2.2251308,0.20197095
640.0,Catch Me If You Can,20.251273544107494,17.85731,2.1720893,0.21195546
10599.0,Pinocchio,18.108741055033725,18.615204,2.4627018,0.16488318
1574.0,Chicago,20.113437896907573,16.740513,2.283144,0.19183744
590.0,The Hours,18.115365673674383,16.864328,2.3273885,0.18461297
423.0,The Pianist,19.175414039521794,18.230793,2.2004714,0.20652306
4912.0,Confessions of a Dangerous Mind,17.884243478552083,17.184666,2.2562044,0.19644599
12090.0,Just Married,18.992241099735168,17.757866,2.2787166,0.19258364
9582.0,A Guy Thing,17.229859700332053,17.452965,2.3514414,0.1808555
598.0,City of God,17.80968178205719,17.111547,2.2339149,0.20038572
8073.0,Band of Outsiders,14.442923626117365,16.424244,2.2976422,0.18942407
12253.0,Biker Boyz,17.5289941779291,17.301184,2.328062,0.18450618
9358.0,Final Destination 2,18.876079067569812,17.169258,2.3093655,0.18750578
10894.0,May,12.492042650017412,14.502635,2.390801,0.17494969
10724.0,Firefox,19.312212844596583,17.90757,2.3342607,0.18352756
9919.0,How to Lose a Guy in 10 Days,19.549788822558416,18.018875,2.3262346,0.18479617
6038.0,Shanghai Knights,18.852548815294476,17.534426,2.482836,0.16221982
9480.0,Daredevil,19.55993206544573,18.752066,2.3733459,0.17753252
14873.0,The Jungle Book 2,19.281841924157494,18.48679,2.2795572,0.19244163
12139.0,Dennis the Menace,19.38455646267312,17.923887,2.2150578,0.20381205
18587.0,10 to Midnight,16.965136992786423,17.12872,2.3226285,0.18537045
17264.0,The Black Stallion,19.018234462161587,19.992945,2.2425451,0.19884634
2984.0,A Countess from Hong Kong,16.77687500937892,17.408989,2.3052526,0.18817545
33364.0,A Patch of Blue,18.045001155092727,17.624016,2.2904282,0.1906192
33851.0,A Prayer for the Dying,15.226600534230354,16.976408,2.2895818,0.19076017
4911.0,Dark Blue,16.610585709866374,17.61413,2.2559245,0.19649471
16072.0,Gods and Generals,16.930623848036657,19.806454,2.4066103,0.17265871
11615.0,The Life of David Gale,18.033965236824976,17.568892,2.3192725,0.1859073
11635.0,Old School,18.838086863884282,16.979778,2.1963255,0.20730348
10623.0,Cradle 2 the Grave,18.405598559026764,16.897793,2.2379847,0.19965757
10678.0,Bringing Down the House,19.2594483107837,18.392004,2.2795773,0.19243823
9567.0,Tears of the Sun,18.82160714563317,17.262548,2.3537326,0.18050355
455.0,Bend It Like Beckham,18.72563587097313,17.108448,2.3324842,0.18380722
10632.0,The Hunted,17.904762288073158,16.7134,2.3165183,0.18634962
36362.0,King of Kings,18.84986981102425,17.938805,2.3506637,0.18097518
2671.0,Ringu,16.647733005083797,16.477488,2.291304,0.1904735
9669.0,Ringu 2,17.39793864197981,17.74222,2.4770675,0.16297625
42618.0,Sweet Charity,19.010323303910663,17.381271,2.3779652,0.17684346
9557.0,Boat Trip,16.537494432292675,17.08644,2.309285,0.18751885
6171.0,Dreamcatcher,18.69852480194218,17.480764,2.3504663,0.18100558
28881.0,Wind,16.358220770313267,17.327618,2.3835022,0.17602278
10782.0,Basic,18.127907031184005,16.718956,2.225851,0.20184027
9341.0,The Core,18.678418311175374,18.394508,2.383974,0.1759531
25461.0,Raising Victor Vargas,15.422676301858463,13.377695,2.2931952,0.19015947
8409.0,A Man Apart,18.163676340020178,16.741512,2.2897675,0.19072922
1817.0,Phone Booth,18.9706219103406,15.159903,2.3222165,0.18543622
21052.0,Levity,12.806843952266012,17.156605,2.333218,0.1836916
9506.0,Anger Management,19.648359748315258,17.638609,2.2240567,0.20216608
24982.0,Ghosts of the Abyss,17.20715738723222,13.894067,2.368706,0.17822872
2662.0,House of 1000 Corpses,17.194678724894715,16.632465,2.4966645,0.1604278
13370.0,A Mighty Wind,17.302749624444257,15.273477,2.1813128,0.21016681
11516.0,Winged Migration,17.421752416172467,14.229504,2.3343453,0.18351425
994.0,Straw Dogs,17.083877992469517,17.89298,2.307526,0.18780482
10514.0,The Andromeda Strain,18.42047575193333,15.864022,2.4086835,0.1723616
16651.0,The Other Side of Heaven,15.967112022685699,19.073477,2.3807511,0.17642982
24961.0,The Wiz,18.506319608306082,18.730984,2.3517323,0.18081075
31633.0,The Marrying Man,17.21345432402918,17.448692,2.4156835,0.17136413
47762.0,Scenes from a Mall,16.949293382959333,16.711967,2.3329282,0.18373726
2832.0,Identity,18.874232005794912,16.880383,2.4038095,0.17306127
72996.0,House of Fools,11.537623257391981,14.999287,2.220648,0.2027872
18736.0,The Lizzie McGuire Movie,18.388546391053787,18.105816,2.4052181,0.17285863
36658.0,X2,20.382102688739277,20.220491,2.3140023,0.18675508
46989.0,Blue Car,13.619446944473383,12.734371,2.2272313,0.2015902
10708.0,Daddy Day Care,19.474051217169777,18.291098,2.4040892,0.173021
604.0,The Matrix Reloaded,20.976298849712354,19.332907,2.3253686,0.18493384
10720.0,Down with Love,17.382075309137598,17.149027,2.3071356,0.18786842
1555.0,The Spanish Apartment,15.747729706080039,17.726578,2.2775497,0.192781
310.0,Bruce Almighty,20.554810502383624,17.871708,2.3233476,0.18525572
12.0,Finding Nemo,21.217779516876806,21.055056,2.3862512,0.17561746
9654.0,The Italian Job,19.54242536655642,18.505327,2.2378814,0.19967599
9902.0,Wrong Turn,17.726716264881283,16.018345,2.2240286,0.20217118
584.0,2 Fast 2 Furious,19.836859306049046,17.91414,2.2749505,0.1932218
1088.0,Whale Rider,18.09482363294517,17.101341,2.2729125,0.19356845
11890.0,Oscar,17.85101643482089,18.010363,2.2914736,0.19044532
290.0,Barton Fink,16.508443167144456,18.139513,2.3092697,0.18752134
2071.0,Shattered,17.134656595551416,16.508308,2.3166034,0.18633594
10152.0,Dumb and Dumberer: When Harry Met Lloyd,18.041940338844167,18.059519,2.2460299,0.1982298
31246.0,From Justin to Kelly,15.965291429641644,17.115427,2.1896493,0.20856953
11375.0,Hollywood Homicide,18.306161715150107,18.107485,2.3779004,0.1768531
17813.0,Alex & Emma,17.10388854391429,16.701574,2.2925048,0.19027403
170.0,28 Days Later,18.802777691756308,18.041983,2.2685704,0.19431014
9471.0,Charlie's Angels: Full Throttle,19.929049301735162,18.436123,2.3807118,0.17643566
47676.0,"Bodies, Rest & Motion",14.35099211384098,14.432979,2.3813865,0.17633568
43039.0,Never on Sunday,18.27080594697433,16.114561,2.2564473,0.19640367
1927.0,Hulk,19.87427122822708,19.409937,2.3229148,0.18532476
10327.0,"Legally Blonde 2: Red, White & Blonde",19.199174993250434,17.182192,2.2712631,0.19384968
14411.0,Sinbad: Legend of the Seven Seas,17.64066748618926,18.504942,2.30694,0.18790026
296.0,Terminator 3: Rise of the Machines,20.446888783202585,17.858585,2.246096,0.19821815
302.0,Swimming Pool,17.48244678824974,16.768566,2.44368,0.16746008
22.0,Pirates of the Caribbean: The Curse of the Black Pearl,20.856195123480198,19.945618,2.348654,0.18128501
8698.0,The League of Extraordinary Gentlemen,19.560409048080295,17.919321,2.2786422,0.19259621
8961.0,Bad Boys II,19.98225756929861,19.648058,2.2631128,0.19524845
9486.0,Johnny English,19.450353807064236,17.911106,2.283857,0.19171767
24558.0,Loose Cannons,16.46405525866466,17.155937,2.2932491,0.19015051
1996.0,Lara Croft Tomb Raider: The Cradle of Life,19.424633189616493,18.412035,2.2959948,0.18969601
4464.0,Seabiscuit,19.3710257229201,17.230253,2.394382,0.17442676
12279.0,Spy Kids 3-D: Game Over,19.654807301337314,17.219257,2.1648784,0.21336982
54580.0,Mondays in the Sun,12.465918654883211,16.080723,2.2815228,0.19211018
430.0,"One, Two, Three",17.563164320263933,19.77205,2.2774782,0.19279313
5185.0,The Private Life of Sherlock Holmes,16.366894590350604,18.104969,2.400064,0.17360185
8273.0,American Wedding,19.815903176076937,17.646215,2.2400804,0.19928417
8046.0,Gigli,16.354777449606033,16.890297,2.3916678,0.17482288
10330.0,Freaky Friday,19.074114855968833,17.710613,2.1788278,0.21064647
9257.0,S.W.A.T.,19.130663706519726,18.690207,2.3587515,0.17973623
6466.0,Freddy vs. Jason,19.115681783450135,16.442434,2.2471776,0.19802737
2055.0,Open Range,18.59539824196147,15.58374,2.25153,0.19726251
14926.0,Uptown Girls,17.98504265288039,17.696976,2.2625465,0.19534619
10923.0,Agent Cody Banks,18.44561341400813,18.108995,2.294913,0.18987489
41759.0,Man's Best Friend,17.18306734552243,16.850477,2.4007862,0.17349742
19053.0,Valley Girl,17.8476750574616,16.627312,2.253147,0.19697948
11206.0,Wait Until Dark,18.481623101617345,17.072933,2.3581948,0.17982109
13154.0,Showdown in Little Tokyo,15.51357566014644,17.572813,2.3913965,0.17486256
636.0,THX 1138,16.7954389230669,16.993402,2.3479006,0.18140139
3055.0,Valley of the Dolls,19.99575083424712,17.378336,2.3494315,0.18116505
26198.0,The Keep,16.29239481270231,17.175209,2.2366884,0.19988908
9362.0,Tremors,18.62699048585667,16.878504,2.362253,0.1792038
12268.0,The Pink Panther Strikes Again,19.09969449976984,18.468046,2.3633144,0.17904286
10999.0,Commando,18.97253993602851,17.534422,2.3083599,0.18766919
32316.0,Marci X,14.887777321125219,16.489403,2.3977358,0.17393915
11351.0,Jeepers Creepers 2,18.516305771164742,17.44857,2.420329,0.17070693
9616.0,The Order,16.819163336110975,17.310524,2.2175117,0.20336124
1415.0,Party Monster,14.074346227133526,16.98561,2.2016115,0.20630921
11547.0,Cabin Fever,17.79101852812375,16.267153,2.4898324,0.16130944
7270.0,Matchstick Men,18.55459501841562,17.824484,2.4916766,0.16107073
1428.0,Once Upon a Time in Mexico,18.958402133884206,18.13724,2.302266,0.18866399
153.0,Lost in Translation,19.156730643066187,15.826486,2.3542776,0.18042
9584.0,Convoy,18.584691864187185,17.200377,2.215749,0.20368493
8408.0,Day of the Dead,18.447115512841368,16.67249,2.35765,0.17990421
14030.0,"Hello, Dolly!",19.517384822312312,18.31689,2.2676833,0.19446221
2687.0,Memoirs of an Invisible Man,17.314230569304684,17.124622,2.2750523,0.1932045
16323.0,The Rose,18.759234917000676,16.421,2.4002686,0.17357227
19064.0,Once Bitten,17.223340081219252,16.46,2.3263338,0.18478042
22309.0,The Fighting Temptations,17.780661245439717,16.453852,2.3479223,0.18139802
277.0,Underworld,18.932849416574378,18.855513,2.237955,0.19966285
7288.0,Duplex,17.332794082039175,16.401419,2.2576296,0.19619802
10159.0,The Rundown,18.764960412015515,17.903934,2.240971,0.1991258
10934.0,Under the Tuscan Sun,18.447022538119985,16.62351,2.2202575,0.20285854
321.0,Mambo Italiano,15.480699584494689,17.038048,2.3510633,0.18091367
9662.0,The Triplets of Belleville,14.762013335453142,17.171082,2.252647,0.19706693
837.0,Videodrome,15.746074868552045,17.04995,2.315659,0.18648794
19666.0,Lagaan: Once Upon a Time in India,16.507088686160664,19.357742,2.237841,0.19968323
821.0,Judgment at Nuremberg,18.47945505213809,18.881184,2.3389304,0.18279546
37672.0,"Same Time, Next Year",4.588392458515371,16.950315,2.2937438,0.1900685
891.0,All the President's Men,19.835282045793,18.313858,2.5235267,0.15703057
10881.0,Avalon,16.592937185624148,18.26121,2.4600658,0.16523671
10438.0,Beethoven's 2nd,19.392813357988842,17.924355,2.2697036,0.19411616
650.0,Boyz n the Hood,18.743206513062884,17.581043,2.2956378,0.18975501
10337.0,Bugsy,18.58549525485942,17.7373,2.2917652,0.19039685
37753.0,Consenting Adults,17.7222312711609,14.936894,2.311173,0.18721262
11046.0,Where Eagles Dare,19.100926970893504,19.203058,2.3202782,0.18574618
7442.0,Sleeping with the Enemy,19.85613109073899,14.396746,2.3564715,0.1800842
14425.0,PCU,16.061351483635423,16.2645,2.330135,0.18417801
6723.0,The Rookie,17.81820357969057,17.229109,2.2830017,0.19186136
16969.0,City Heat,18.609584303182196,16.900078,2.4450147,0.1672773
11338.0,Into the Night,16.822862514622127,17.470167,2.2495904,0.1976028
41780.0,A Rage in Harlem,17.033156608693254,17.807405,2.2476501,0.1979441
33258.0,More American Graffiti,18.09496279360297,16.693285,2.2661297,0.19472893
47898.0,The Gun in Betty Lou's Handbag,15.964158238841618,14.937483,2.4115233,0.17195588
25269.0,Article 99,16.502458640664276,16.871769,2.3883426,0.17531003
78146.0,Tough Guys Don't Dance,14.71418898548678,17.037321,2.2693515,0.1941764
88641.0,There Goes My Baby,12.4995564722528,16.247017,2.3895736,0.17512944
30315.0,Kingdom of the Spiders,18.35565218053081,16.02963,2.4007494,0.17350273
18900.0,In Cold Blood,18.649257863808522,15.8413105,2.2664647,0.19467136
21219.0,Mobsters,17.69934706501457,16.591856,2.3102646,0.18735987
2116.0,Out of Time,18.387845823724497,16.573828,2.3209653,0.18563622
1584.0,School of Rock,19.248897662080367,16.52359,2.3037186,0.18842614
2056.0,The Station Agent,16.532542851985138,17.996685,2.2076492,0.2051823
4997.0,Wonderland,15.27432018931104,17.498491,2.3084602,0.18765287
322.0,Mystic River,19.426654283843792,18.110867,2.3731642,0.1775597
11059.0,House of the Dead,16.99752794095128,17.186113,2.4026253,0.17323191
11775.0,Intolerable Cruelty,19.15854116489538,17.216057,2.2340815,0.20035581
24.0,Kill Bill: Vol. 1,19.569757975719877,18.2674,2.3122075,0.18704513
11329.0,Runaway Jury,18.75549428298583,16.185495,2.324163,0.18512575
9373.0,The Texas Chainsaw Massacre,19.045041035342166,17.062023,2.4015346,0.1733893
28200.0,Sylvia,16.674127845107947,15.768266,2.3687756,0.17821825
10629.0,Veronica Guerin,14.822566140810759,15.953507,2.1851726,0.209425
10944.0,In the Cut,3.6915264100787777,16.41713,2.3000696,0.18902448
13920.0,Radio,18.328108533362354,17.106953,2.2779918,0.1927062
4256.0,Scary Movie 3,19.76822570323226,16.592478,2.3017824,0.18874328
1807.0,Elephant,16.67532932304418,15.469305,2.3189328,0.18596178
13537.0,Shattered Glass,15.451567355145231,15.731924,2.35051,0.18099886
605.0,The Matrix Revolutions,20.42360418183006,19.212671,2.2532513,0.19696122
10719.0,Elf,19.527135269711017,18.529305,2.2792363,0.19249581
508.0,Love Actually,19.872522417746147,17.728617,2.3577719,0.17988561
10715.0,Looney Tunes: Back in Action,18.5985931746358,18.421133,2.2040966,0.20584425
8619.0,Master and Commander: The Far Side of the World,19.728181435789896,19.42125,2.3063502,0.18799637
21525.0,Tupac: Resurrection,16.42675870962861,13.319308,2.3376002,0.18300354
4970.0,Gothika,19.324487660309924,16.696075,2.496475,0.16045216
470.0,21 Grams,18.472992661464037,17.437689,2.183053,0.20983186
11042.0,The Barbarian Invasions,15.604785579124501,17.305857,2.379391,0.17663158
10147.0,Bad Santa,18.70868824056771,16.633156,2.3192465,0.18591146
10756.0,The Haunted Mansion,19.577143036871007,17.941309,2.3699062,0.17804824
9562.0,Timeline,18.154271387475156,18.324413,2.2761598,0.19301653
9556.0,Darkman,18.633280920577647,17.664543,2.3408792,0.18249123
10952.0,New Jack City,18.55469295083041,16.272776,2.2883294,0.19096904
860.0,WarGames,19.37105954269768,17.673769,2.2231557,0.20232998
5143.0,Hannah and Her Sisters,18.576848861419275,17.032032,2.323558,0.18522215
8010.0,Highlander II: The Quickening,17.435819075118964,17.393135,2.4082384,0.17242533
9292.0,Hudson Hawk,17.53731079707128,17.431122,2.2944202,0.18995646
11850.0,Invasion of the Body Snatchers,18.63945486546905,18.949898,2.2261016,0.20179482
951.0,Kindergarten Cop,20.05200146277884,18.579798,2.2809641,0.1922043
9319.0,The Last Boy Scout,18.777493907909506,18.010803,2.2508562,0.19738063
1643.0,Last Tango in Paris,19.450176814004447,16.544981,2.2313635,0.20084421
2612.0,Mr. Destiny,17.476962645992185,17.309038,2.2614262,0.1955398
1825.0,Over the Top,17.64322984436411,16.493082,2.2951183,0.18984093
10538.0,Passenger 57,18.435601628241972,17.52734,2.3530247,0.18061216
